Date,Open,High,Low,Close,Volume
2023-03-31,7887.915503627232,7910.260873325893,7798.534024832589,7820.87939453125,97146900
2023-04-03,7887.91666204279,7887.91666204279,7820.880543101917,7865.5712890625,60288900
2023-04-04,7887.914856826478,7887.914856826478,7731.49728176193,7843.22412109375,60975800
2023-04-05,7843.224428892819,7865.5697976361025,7798.53369140625,7798.53369140625,36922100
2023-04-06,7776.1886551339285,7843.224764229911,7776.1886551339285,7820.87939453125,45489400
2023-04-10,7798.535170121626,7865.5712890625,7776.189797141335,7865.5712890625,32996000
2023-04-11,7887.916015625,7887.916015625,7820.879902177762,7887.916015625,44554300
2023-04-12,7954.951171875,7954.951171875,7887.915066494031,7954.951171875,91903600
2023-04-13,7999.643223695728,7999.643223695728,7932.607107296044,7977.2978515625,51726500
2023-04-14,8044.33251953125,8044.33251953125,7999.641783311632,8044.33251953125,110354200
2023-04-17,8066.67822265625,8089.023591694078,7954.951377467105,8066.67822265625,83946900
2023-04-18,8089.024432791096,8200.751289597603,8066.679061429794,8156.060546875,91178700
2023-04-26,8156.06153405231,8223.09765625,8044.334663722826,8223.09765625,186928200
2023-04-27,8133.715505464481,8200.75162226776,8111.370133196721,8178.40625,54842400
2023-04-28,8133.714665702693,8156.060035663415,8089.023925781249,8089.02392578125,145775300
2023-05-02,8133.714665702693,8133.714665702693,7954.951706016919,8089.02392578125,83645900
2023-05-03,8089.024712228642,8089.024712228642,7932.607107296044,7977.2978515625,83728800
2023-05-04,7977.296415201823,8066.677887641059,7932.605678982205,8044.33251953125,67565000
2023-05-05,8044.33251953125,8089.023255750868,7999.641783311632,8044.33251953125,64815100
2023-05-08,8044.33251953125,8111.368623860677,7999.641783311632,8044.33251953125,84754500
2023-05-09,7999.643223695728,8021.988595828957,7954.952479429272,7977.2978515625,40929600
2023-05-10,7977.2978515625,7999.643223695728,7954.952479429272,7977.2978515625,45322600
2023-05-11,7954.952129072239,7954.952129072239,7865.570644475921,7887.916015625,81993900
2023-05-12,7820.880543101917,7932.607408003373,7798.535170121626,7865.5712890625,96525600
2023-05-15,7932.605592559206,7932.605592559206,7798.533385361022,7843.22412109375,64830300
2023-05-16,7865.570447198276,7887.915817786908,7776.18896484375,7776.18896484375,49497000
2023-05-17,7843.22412109375,7910.260224692842,7820.878753227386,7843.22412109375,69996100
2023-05-19,7954.951047092014,8044.33251953125,7887.914942762587,8044.33251953125,123592500
2023-05-22,8044.33251953125,8111.368623860677,7977.296415201823,8044.33251953125,91000000
2023-05-23,8089.024432791096,8178.405918236301,8066.679061429794,8156.060546875,102980500
2023-05-24,8223.095805921052,8223.095805921052,8066.67822265625,8066.67822265625,77392900
2023-05-25,8133.714665702693,8178.405405624137,8089.023925781249,8089.02392578125,76325700
2023-05-26,8200.75162226776,8223.09699453552,8133.715505464481,8178.40625,55675900
2023-05-29,8267.787739071038,8267.787739071038,8111.370133196721,8178.40625,79148200
2023-05-30,8223.09539695946,8334.822236592061,8178.40466110642,8267.7861328125,97189500
2023-05-31,8312.477625388467,8334.822995349188,8089.023925781249,8089.02392578125,722827900
2023-06-05,8178.406908118207,8334.824526579483,8133.716159986413,8223.09765625,163535600
2023-06-06,8089.024760928962,8223.09699453552,8089.024760928962,8178.40625,74872200
2023-06-07,8156.0597245771805,8200.750462794042,8111.3689863603195,8133.71435546875,87492200
2023-06-08,8111.369804152397,8156.060546875,8111.369804152397,8156.060546875,53188400
2023-06-09,8200.750462794042,8200.750462794042,8133.71435546875,8133.71435546875,44632400
2023-06-12,8178.40625,8178.40625,8133.715505464481,8178.40625,38082300
2023-06-13,8200.75162226776,8200.75162226776,8133.715505464481,8178.40625,45552600
2023-06-14,8133.714020532026,8156.0593887203,8089.023284155475,8111.36865234375,72223700
2023-06-15,8133.714665702693,8133.714665702693,8089.023925781249,8089.02392578125,59073000
2023-06-16,8133.714665702693,8133.714665702693,8021.987815899084,8089.02392578125,112769400
2023-06-19,8044.33251953125,8089.023255750868,8044.33251953125,8044.33251953125,32330600
2023-06-20,8066.678555820527,8089.023925781249,7999.6424459383625,8089.02392578125,54990100
2023-06-21,8089.024432791096,8156.060546875,8044.333690068493,8156.060546875,42676300
2023-06-22,8156.060035663415,8178.405405624137,8089.023925781249,8089.02392578125,48291100
2023-06-23,8066.678555820527,8178.405405624137,8066.678555820527,8089.02392578125,47813500
2023-06-26,8066.6779159672005,8156.0593887203,8066.6779159672005,8111.36865234375,36389900
2023-06-27,8089.024760928962,8178.40625,8089.024760928962,8178.40625,36225100
2023-07-03,8066.6779159672005,8111.36865234375,8066.6779159672005,8111.36865234375,108855900
2023-07-04,8178.405405624137,8178.405405624137,8089.023925781249,8089.02392578125,35049300
2023-07-05,8089.023925781249,8111.369295741972,8066.678555820527,8089.02392578125,44609200
2023-07-06,8089.023284155475,8133.714020532026,8066.6779159672005,8111.36865234375,52532400
2023-07-07,8066.67822265625,8133.714329769737,8066.67822265625,8066.67822265625,37641300
2023-07-10,8133.714665702693,8133.714665702693,8089.023925781249,8089.02392578125,28981500
2023-07-11,8133.714329769737,8133.714329769737,8066.67822265625,8066.67822265625,43703500
2023-07-12,8111.369494529121,8200.7509765625,8089.024124020776,8200.7509765625,61566500
2023-07-13,8223.096660958903,8245.442032320205,8156.060546875,8156.060546875,65230900
2023-07-14,8200.752282184103,8223.09765625,8156.06153405231,8223.09765625,55554500
2023-07-17,8223.096347070845,8267.787088087534,8200.7509765625,8200.7509765625,62550100
2023-07-18,8223.09699453552,8267.787739071038,8133.715505464481,8178.40625,52924600
2023-07-20,8223.09699453552,8245.44236680328,8156.06087773224,8178.40625,83476600
2023-07-21,8178.40625,8200.75162226776,8156.06087773224,8178.40625,42667800
2023-07-24,8223.095831902472,8223.095831902472,8133.71435546875,8133.71435546875,62061200
2023-07-25,8200.75162226776,8312.478483606557,8178.40625,8178.40625,122802700
2023-07-26,8200.750386447193,8357.16796875,8156.05964864639,8357.16796875,113868700
2023-07-27,8401.857998814363,8401.857998814363,8245.4404296875,8245.4404296875,77848400
2023-07-28,8223.096660958903,8245.442032320205,8156.060546875,8156.060546875,74510200
2023-07-31,8200.751289597603,8223.096660958903,8133.715175513698,8156.060546875,80868000
2023-08-01,8200.751289597603,8200.751289597603,8133.715175513698,8156.060546875,49756400
2023-08-02,8156.06153405231,8223.09765625,8156.06153405231,8223.09765625,60629900
2023-08-03,8178.40466110642,8312.47686866554,8178.40466110642,8267.7861328125,64596100
2023-08-04,8267.787739071038,8290.133111338799,8156.06087773224,8178.40625,52675900
2023-08-07,8178.404991787399,8290.1318359375,8178.404991787399,8290.1318359375,55589300
2023-08-08,8290.133778447691,8312.479152513588,8223.09765625,8223.09765625,43373400
2023-08-09,8290.132521609043,8401.859375,8267.787150930852,8401.859375,77056800
2023-08-10,8401.859375,8424.204745678191,8357.168633643618,8401.859375,76738100
2023-08-11,8424.204745678191,8446.550116356382,8379.514004321809,8401.859375,68898600
2023-08-14,8334.822599849598,8357.16796875,8245.441124247995,8357.16796875,75495400
2023-08-15,8334.822908791162,8379.513648248489,8312.4775390625,8312.4775390625,59303700
2023-08-16,8290.132169333838,8334.822908791162,8267.786799605175,8312.4775390625,53440000
2023-08-18,8267.7861328125,8357.167604518581,8267.7861328125,8267.7861328125,79328900
2023-08-21,8245.44171757919,8267.787088087534,8200.7509765625,8200.7509765625,73573000
2023-08-22,8178.405320690524,8334.822908791162,8178.405320690524,8312.4775390625,65664600
2023-08-23,8312.4775390625,8334.822908791162,8290.132169333838,8312.4775390625,63749800
2023-08-24,8267.788404381794,8334.824526579483,8223.09765625,8223.09765625,53725900
2023-08-25,8223.09572944744,8290.1318359375,8200.75036061742,8290.1318359375,50379000
2023-08-28,8267.788404381794,8267.788404381794,8223.09765625,8223.09765625,44423100
2023-08-29,8290.13150073902,8312.47686866554,8223.09539695946,8267.7861328125,45428500
2023-08-30,8312.479152513588,8312.479152513588,8223.09765625,8223.09765625,56227000
2023-08-31,8223.096347070845,8245.44171757919,8133.714865037466,8200.7509765625,136107200
2023-09-01,8223.095062669376,8290.131163723747,8200.749695651253,8245.4404296875,42152700
2023-09-04,8245.4404296875,8290.131163723747,8200.749695651253,8245.4404296875,40610600
2023-09-05,8267.785796705622,8267.785796705622,8223.095062669376,8245.4404296875,42007200
2023-09-06,8223.09699453552,8267.787739071038,8178.40625,8178.40625,49318400
2023-09-07,8156.06023554581,8200.7509765625,8133.714865037466,8200.7509765625,61405200
2023-09-08,8133.715175513698,8178.405918236301,8089.024432791096,8156.060546875,80732300
2023-09-11,8111.369804152397,8156.060546875,8111.369804152397,8156.060546875,53155900
2023-09-12,8133.71435546875,8156.0597245771805,8111.3689863603195,8133.71435546875,66479000
2023-09-13,8089.023284155475,8111.36865234375,8044.332547778926,8111.36865234375,69490200
2023-09-14,8044.332879035028,8156.0597245771805,8044.332879035028,8133.71435546875,112757900
2023-09-15,8089.023255750868,8133.713991970486,8044.33251953125,8044.33251953125,121005300
2023-09-18,8089.023255750868,8111.368623860677,8044.33251953125,8044.33251953125,34272200
2023-09-19,8044.332547778926,8111.36865234375,8021.987179590651,8111.36865234375,33325800
2023-09-20,8156.06087773224,8200.75162226776,8111.370133196721,8178.40625,54305500
2023-09-21,8156.060546875,8178.405918236301,8111.369804152397,8156.060546875,40607000
2023-09-22,8156.0593887203,8178.404756908575,8111.36865234375,8111.36865234375,42445300
2023-09-25,8111.368623860677,8111.368623860677,8044.33251953125,8044.33251953125,56132200
2023-09-26,8044.333318784916,8066.678689114874,7999.642578125,7999.642578125,73544700
2023-09-27,7954.951815580986,8044.33329665493,7932.6064453125,7932.6064453125,84345000
2023-09-29,7887.916015625,7954.952129072239,7887.916015625,7887.916015625,118960000
2023-10-02,7954.951075025827,8133.714020532026,7932.605706837552,8111.36865234375,93663000
2023-10-03,8111.370785920516,8223.09765625,8066.680037788723,8223.09765625,98380200
2023-10-04,8223.09765625,8267.788404381794,8156.06153405231,8223.09765625,112582800
2023-10-05,8223.095493285124,8223.095493285124,8111.36865234375,8111.36865234375,72855700
2023-10-06,8133.714329769737,8133.714329769737,8066.67822265625,8066.67822265625,53344400
2023-10-09,8066.678555820527,8156.060035663415,8066.678555820527,8089.02392578125,43774500
2023-10-10,8044.333967962185,8044.333967962185,7977.2978515625,7977.2978515625,71966100
2023-10-11,7977.2978515625,8066.679340095413,7977.2978515625,7977.2978515625,84305800
2023-10-12,8044.333185859806,8133.714665702693,8044.333185859806,8089.02392578125,71064500
2023-10-13,8133.714020532026,8156.0593887203,8066.6779159672005,8111.36865234375,62941800
2023-10-16,8156.0597245771805,8156.0597245771805,8089.023617251889,8133.71435546875,29429200
2023-10-17,8089.024059444832,8111.369429774791,7999.642578125,7999.642578125,59606000
2023-10-18,7977.29685017214,7999.642219500353,7910.2607421875,7910.2607421875,50919200
2023-10-19,7887.915503627232,7910.260873325893,7820.87939453125,7820.87939453125,89509700
2023-10-20,7798.535043360463,8066.6795147654075,7798.535043360463,8021.98876953125,64554500
